coding,selectable,parent_id,node_id,meaning,Level
9149178,Y,9149,9149178,"Man, room, stock",4.0
9149179,Y,9149,9149179,"Man, room, store",4.0
9149180,Y,9149,9149180,"Man, room, weft",4.0
9149181,Y,9149,9149181,"Man, stockroom",4.0
9149182,Y,9149,9149182,"Man, storeroom",4.0
9149183,Y,9149,9149183,"Man, weft",4.0
9149184,Y,9149,9149184,"Man, yard",4.0
9149185,Y,9149,9149185,"Master, baggage",4.0
9149186,Y,9149,9149186,"Mate, driver's",4.0
9149187,Y,9149,9149187,"Mate, driver's, lorry",4.0
9149188,Y,9149,9149188,"Mate, emptier's, gulley",4.0
9149189,Y,9149,9149189,"Minder, tool",4.0
9149190,Y,9149,9149190,"Numberer, piece",4.0
9149191,Y,9149,9149191,"Operative, bay, loading",4.0
9149192,Y,9149,9149192,"Operative, store, cold",4.0
9149193,Y,9149,9149193,"Operative, warehouse",4.0
9149194,Y,9149,9149194,"Operator, control, stock",4.0
9149195,Y,9149,9149195,"Operator, despatch",4.0
9149196,Y,9149,9149196,"Operator, store, cold",4.0
9149197,Y,9149,9149197,"Operator, warehouse",4.0
9149198,Y,9149,9149198,Partsman,4.0
9149199,Y,9149,9149199,Picker (engineering),4.0
9149200,Y,9149,9149200,"Picker, order",4.0
9149201,Y,9149,9149201,"Picker, stock",4.0
9149202,Y,9149,9149202,Pickman (coal mine),4.0
9149203,Y,9149,9149203,Pitcher (meat market),4.0
9149204,Y,9149,9149204,Porter (office),4.0
9149205,Y,9149,9149205,Porter (food),4.0
9149206,Y,9149,9149206,Porter,4.0
9149207,Y,9149,9149207,Porter (market),4.0
9149208,Y,9149,9149208,Porter (manufacturing),4.0
9149209,Y,9149,9149209,Porter (timber yard: timber),4.0
9149210,Y,9149,9149210,Porter (transport),4.0
9149211,Y,9149,9149211,"Porter, coal",4.0
9149212,Y,9149,9149212,"Porter, despatch",4.0
9149213,Y,9149,9149213,"Porter, furniture",4.0
9149214,Y,9149,9149214,"Porter, general",4.0
9149215,Y,9149,9149215,"Porter, goods",4.0
9149216,Y,9149,9149216,"Porter, laundry",4.0
9149217,Y,9149,9149217,"Porter, meat",4.0
9149218,Y,9149,9149218,"Porter, motor",4.0
9149219,Y,9149,9149219,"Porter, night (market)",4.0
9149220,Y,9149,9149220,"Porter, store",4.0
9149221,Y,9149,9149221,"Porter, stores",4.0
9149222,Y,9149,9149222,"Porter, timber (furniture mfr)",4.0
9149223,Y,9149,9149223,"Porter, timber (timber yard)",4.0
9149224,Y,9149,9149224,"Porter, van",4.0
9149225,Y,9149,9149225,"Porter, warehouse",4.0
9149226,Y,9149,9149226,Porter-messenger,4.0
9149227,Y,9149,9149227,Porter-packer,4.0
9149228,Y,9149,9149228,Porter-storeman,4.0
9149229,Y,9149,9149229,Puller-back (meat market),4.0
9149230,Y,9149,9149230,Racker,4.0
9149231,Y,9149,9149231,Receiver,4.0
9149232,Y,9149,9149232,Receiver (docks),4.0
9149233,Y,9149,9149233,"Receptionist, beet",4.0
9149234,Y,9149,9149234,Removalman,4.0
9149235,Y,9149,9149235,"Remover, furniture",4.0
9149236,Y,9149,9149236,"Ripener, banana",4.0
9149237,Y,9149,9149237,"Runner, deal (timber merchants)",4.0
9149238,Y,9149,9149238,Selector (government),4.0
9149239,Y,9149,9149239,"Selector, spares (vehicle mfr)",4.0
9149240,Y,9149,9149240,"Selector, stores",4.0
9149241,Y,9149,9149241,"Sorter, order (mail order house)",4.0
9149242,Y,9149,9149242,Stacker and packer,4.0
9149243,Y,9149,9149243,"Steward, shore",4.0
9149244,Y,9149,9149244,Stocker (tinplate mfr),4.0
9149245,Y,9149,9149245,Stockman (manufacturing),4.0
9149246,Y,9149,9149246,Stocktaker (rolling mill),4.0
9149247,Y,9149,9149247,Stocktaker (steel smelting),4.0
9149248,Y,9149,9149248,Storehand,4.0
9149249,Y,9149,9149249,Storehouseman,4.0
9149250,Y,9149,9149250,Storeman,4.0
9149251,Y,9149,9149251,"Storeman, chief",4.0
9149252,Y,9149,9149252,"Storeman, head",4.0
9149253,Y,9149,9149253,"Storeman, ordnance",4.0
9149254,Y,9149,9149254,Storeman-clerk,4.0
9149255,Y,9149,9149255,Storeman-driver,4.0
9149256,Y,9149,9149256,Storer,4.0
9149257,Y,9149,9149257,Storesman,4.0
9149258,Y,9149,9149258,Storesperson,4.0
9149259,Y,9149,9149259,"Storewoman, superintendent (PO)",4.0
9149260,Y,9149,9149260,Supervisor (mail order house),4.0
9149261,Y,9149,9149261,"Supervisor, store",4.0
9149262,Y,9149,9149262,"Supervisor, warehouse",4.0
9149263,Y,9149,9149263,"Taker, number",4.0
9149264,Y,9149,9149264,"Taker, stock (rolling mill)",4.0
9149265,Y,9149,9149265,"Taker, stock (steel smelting)",4.0
9149266,Y,9149,9149266,"Taker, stock, chief (steelworks)",4.0
9149267,Y,9149,9149267,"Taker-in, piece (textile mfr)",4.0
9149268,Y,9149,9149268,"Tallyman, timber",4.0
9149269,Y,9149,9149269,Unloader,4.0
9149270,Y,9149,9149270,Warehouseman,4.0
9149271,Y,9149,9149271,"Warehouseman (loading, unloading)",4.0
9149272,Y,9149,9149272,"Warehouseman, chief",4.0
9149273,Y,9149,9149273,Warehouseman-clerk,4.0
9149274,Y,9149,9149274,Warehouseman-driver,4.0
9149275,Y,9149,9149275,Warehouseman-packer,4.0
9149276,Y,9149,9149276,Warehouser,4.0
9149277,Y,9149,9149277,"Worker, bond",4.0
9149278,Y,9149,9149278,"Worker, depot",4.0
9149279,Y,9149,9149279,"Worker, despatch",4.0
9149280,Y,9149,9149280,"Worker, dispatch",4.0
9149281,Y,9149,9149281,"Worker, room, cotton",4.0
9149282,Y,9149,9149282,"Worker, room, grey (textile mfr)",4.0
9149283,Y,9149,9149283,"Worker, room, pattern",4.0
9149284,Y,9149,9149284,"Worker, room, stock",4.0
9149285,Y,9149,9149285,"Worker, silo",4.0
9149286,Y,9149,9149286,"Worker, store, cold",4.0
9149287,Y,9149,9149287,"Worker, supply (retail trade)",4.0
9149288,Y,9149,9149288,"Worker, warehouse",4.0
9149289,Y,9149,9149289,"Worker, yard",4.0
9211001,Y,9211,9211001,"Agent, delivery",4.0
9211002,Y,9211,9211002,"Assistant, facilities",4.0
9211003,Y,9211,9211003,"Assistant, room, mail",4.0
9211004,Y,9211,9211004,"Assistant, room, post",4.0
9211005,Y,9211,9211005,"Assistant, sorting (PO)",4.0
9211006,Y,9211,9211006,Attendant (government),4.0
9211007,Y,9211,9211007,"Attendant, room, mail",4.0
9211008,Y,9211,9211008,"Attendant, room, post",4.0
9211009,Y,9211,9211009,"Boy, delivery",4.0
9211010,Y,9211,9211010,"Boy, newspaper",4.0
9211011,Y,9211,9211011,"Boy, paper (newsagents)",4.0
9211012,Y,9211,9211012,"Cadet, postal",4.0
9211013,Y,9211,9211013,"Clerk and telegraphist, sorting",4.0
9211014,Y,9211,9211014,"Clerk, mailroom",4.0
9211015,Y,9211,9211015,"Clerk, post",4.0
9211016,Y,9211,9211016,"Clerk, postal",4.0
9211017,Y,9211,9211017,"Clerk, postroom",4.0
9211018,Y,9211,9211018,"Clerk, room, mail",4.0
9211019,Y,9211,9211019,"Clerk, room, post",4.0
9211020,Y,9211,9211020,"Clerk, sorting (PO)",4.0
9211021,Y,9211,9211021,Courier,4.0
9211022,Y,9211,9211022,"Courier, bank",4.0
9211023,Y,9211,9211023,"Deliverer (newspapers, magazines)",4.0
9211024,Y,9211,9211024,"Deliverer, allowance",4.0
9211025,Y,9211,9211025,"Deliverer, book",4.0
9211026,Y,9211,9211026,"Deliverer, newspaper",4.0
9211027,Y,9211,9211027,"Deliverer, parcel",4.0
9211028,Y,9211,9211028,Deliveryman (newsagents),4.0
9211029,Y,9211,9211029,"Distributor, circular",4.0
9211030,Y,9211,9211030,"Distributor, leaflet",4.0
9211031,Y,9211,9211031,"Distributor, newspaper",4.0
9211032,Y,9211,9211032,"Driver, collection (PO)",4.0
9211033,Y,9211,9211033,Driver-postman,4.0
9211034,Y,9211,9211034,"Executive, postal (PO: grade D)",4.0
9211035,Y,9211,9211035,Foreman (PO: post office railway),4.0
9211036,Y,9211,9211036,Forewoman (PO),4.0
9211037,Y,9211,9211037,"Girl, paper (newsagents)",4.0
9211038,Y,9211,9211038,"Girl, shop, tailor's",4.0
9211039,Y,9211,9211039,"Handler, parcel",4.0
9211040,Y,9211,9211040,Inspector (PO),4.0
9211041,Y,9211,9211041,Inspector of postmen,4.0
9211042,Y,9211,9211042,"Inspector, assistant (PO)",4.0
9211043,Y,9211,9211043,"Inspector, postal",4.0
9211044,Y,9211,9211044,"Lad, order",4.0
9211045,Y,9211,9211045,Messenger,4.0
9211046,Y,9211,9211046,"Messenger, Queen's",4.0
9211047,Y,9211,9211047,"Messenger, chief",4.0
9211048,Y,9211,9211048,"Messenger, head",4.0
9211049,Y,9211,9211049,Messenger-clerk,4.0
9211050,Y,9211,9211050,"Officer, controlling (PO)",4.0
9211051,Y,9211,9211051,"Officer, outdoor",4.0
9211052,Y,9211,9211052,"Officer, supervising (PO)",4.0
9211053,Y,9211,9211053,Orderly (office),4.0
9211054,Y,9211,9211054,Overseer (PO: sorting office),4.0
9211055,Y,9211,9211055,PHG,4.0
9211056,Y,9211,9211056,Postman,4.0
9211057,Y,9211,9211057,"Postman, grade, higher",4.0
9211058,Y,9211,9211058,"Postman, head",4.0
9211059,Y,9211,9211059,"Postman, works",4.0
9211060,Y,9211,9211060,Postman-driver,4.0
9211061,Y,9211,9211061,Postwoman,4.0
9211062,Y,9211,9211062,"Postwoman, grade, higher",4.0
9211063,Y,9211,9211063,"Postwoman, head",4.0
9211064,Y,9211,9211064,"Postwoman, works",4.0
9211065,Y,9211,9211065,"Rider, dispatch",4.0
9211066,Y,9211,9211066,Roundsman (newspaper delivery),4.0
9211067,Y,9211,9211067,Sorter (PO),4.0
9211068,Y,9211,9211068,Sorter (parcels delivery service),4.0
9211069,Y,9211,9211069,"Sorter, head (PO)",4.0
9211070,Y,9211,9211070,"Sorter, letter",4.0
9211071,Y,9211,9211071,"Sorter, mail",4.0
9211072,Y,9211,9211072,"Sorter, parcel",4.0
9211073,Y,9211,9211073,"Sorter, parcel (PO)",4.0
9211074,Y,9211,9211074,"Sorter, post",4.0
9211075,Y,9211,9211075,"Sorter, postal",4.0
9211076,Y,9211,9211076,Sorter-loader (parcels delivery service),4.0
9211077,Y,9211,9211077,Stamper (PO),4.0
9211078,Y,9211,9211078,Supervisor (PO: sorting office),4.0
9211079,Y,9211,9211079,Supervisor of sorting assistants (PO),4.0
9211080,Y,9211,9211080,"Supervisor, chief, senior (PO)",4.0
9211081,Y,9211,9211081,"Supervisor, mail",4.0
9211082,Y,9211,9211082,"Supervisor, postal",4.0
9211083,Y,9211,9211083,"Supervisor, room, mail",4.0
9211084,Y,9211,9211084,"Supervisor, room, post",4.0
9211085,Y,9211,9211085,"Taker, copy (publishing)",4.0
9211086,Y,9211,9211086,Waiter (stock exchange),4.0
9211087,Y,9211,9211087,"Worker, delivery, postal",4.0
9211088,Y,9211,9211088,"Worker, office, post",4.0
9211089,Y,9211,9211089,"Worker, postal",4.0
9219001,Y,9219,9219001,"Assistant, general",4.0
9219002,Y,9219,9219002,"Assistant, mailing",4.0
9219003,Y,9219,9219003,"Assistant, reprographic",4.0
9219004,Y,9219,9219004,"Boy, office",4.0
9219005,Y,9219,9219005,"Clerk, junior",4.0
9219006,Y,9219,9219006,"Copyist, photo",4.0
9219007,Y,9219,9219007,Duplicator (tape recordings),4.0
9219008,Y,9219,9219008,Duplicator,4.0
9219009,Y,9219,9219009,Encloser,4.0
9219010,Y,9219,9219010,"Filmer, micro",4.0
9219011,Y,9219,9219011,"Girl, office",4.0
9219012,Y,9219,9219012,"Hand, progress",4.0
9219013,Y,9219,9219013,"Handyman, office",4.0
9219014,Y,9219,9219014,Handyman-labourer,4.0
9219015,Y,9219,9219015,"Inserter (newspapers, magazines)",4.0
9219016,Y,9219,9219016,"Junior, office",4.0
9219017,Y,9219,9219017,"Keeper, paper",4.0
9219018,Y,9219,9219018,Machinist (office machinery),4.0
9219019,Y,9219,9219019,Machinist (banking),4.0
9219020,Y,9219,9219020,"Machinist, office",4.0
9219021,Y,9219,9219021,"Machinist, photocopying",4.0
9219022,Y,9219,9219022,Mailer,4.0
9219023,Y,9219,9219023,"Man, progress",4.0
9219024,Y,9219,9219024,"Officer, reprographics",4.0
9219025,Y,9219,9219025,"Opener, mail",4.0
9219026,Y,9219,9219026,"Operator, camera (microfilm)",4.0
9219027,Y,9219,9219027,"Operator, camera (photocopying)",4.0
9219028,Y,9219,9219028,"Operator, duplicator",4.0
9219029,Y,9219,9219029,"Operator, film, micro",4.0
9219030,Y,9219,9219030,"Operator, machinery, office",4.0
9219031,Y,9219,9219031,"Operator, photocopy",4.0
9219032,Y,9219,9219032,"Operator, reprographics",4.0
9219033,Y,9219,9219033,"Operator, room, print",4.0
9219034,Y,9219,9219034,"Operator, scanner (printing)",4.0
9219035,Y,9219,9219035,"Operator, xerox",4.0
9219036,Y,9219,9219036,Paperkeeper,4.0
9219037,Y,9219,9219037,Photocopier,4.0
9219038,Y,9219,9219038,"Printer, copy",4.0
9219039,Y,9219,9219039,"Printer, nos (photocopying)",4.0
9219040,Y,9219,9219040,"Printer, photo",4.0
9219041,Y,9219,9219041,Runner (broadcasting),4.0
9219042,Y,9219,9219042,"Shredder, confidential",4.0
9219043,Y,9219,9219043,"Sorter, coupon",4.0
9219044,Y,9219,9219044,"Sorter, voucher",4.0
9219045,Y,9219,9219045,Supervisor (office machines),4.0
9219046,Y,9219,9219046,"Worker, office",4.0
9219047,Y,9219,9219047,"Worker, progress",4.0
9221001,Y,9221,9221001,Porter (communal establishment),4.0
9221002,Y,9221,9221002,Porter (hospital service),4.0
9221003,Y,9221,9221003,"Porter, domestic (hospital service)",4.0
9221004,Y,9221,9221004,"Porter, hall (hospital service)",4.0
9221005,Y,9221,9221005,"Porter, head (hospital service)",4.0
9221006,Y,9221,9221006,"Porter, hospital",4.0
9221007,Y,9221,9221007,"Porter, night (hospital service)",4.0
9221008,Y,9221,9221008,"Porter, ward",4.0
9221009,Y,9221,9221009,"Supervisor, portering (hospital services)",4.0
9222001,Y,9222,9222001,"Attendant, lobby",4.0
9222002,Y,9222,9222002,"Man, lobby",4.0
9222003,Y,9222,9222003,Page (hotel),4.0
9222004,Y,9222,9222004,Porter (residential buildings),4.0
9222005,Y,9222,9222005,Porter (club),4.0
9222006,Y,9222,9222006,Porter (hostel),4.0
9222007,Y,9222,9222007,Porter (hotel),4.0
9222008,Y,9222,9222008,Porter and liftman,4.0
9222009,Y,9222,9222009,"Porter, hall",4.0
9222010,Y,9222,9222010,"Porter, head (residential buildings)",4.0
9222011,Y,9222,9222011,"Porter, head (hotel)",4.0
9222012,Y,9222,9222012,"Porter, hotel",4.0
9222013,Y,9222,9222013,"Porter, house",4.0
9222014,Y,9222,9222014,"Porter, lodging",4.0
9222015,Y,9222,9222015,"Porter, night",4.0
9222016,Y,9222,9222016,"Porter, resident",4.0
9223001,Y,9223,9223001,Assistant (catering),4.0
9223002,Y,9223,9223002,"Assistant, bar (non-alcoholic)",4.0
9223003,Y,9223,9223003,"Assistant, bar, snack",4.0
9223004,Y,9223,9223004,"Assistant, buttery",4.0
9223005,Y,9223,9223005,"Assistant, caf?",4.0
9223006,Y,9223,9223006,"Assistant, cafeteria",4.0
9223007,Y,9223,9223007,"Assistant, canteen",4.0
9223008,Y,9223,9223008,"Assistant, caterer's",4.0
9223009,Y,9223,9223009,"Assistant, catering",4.0
9223010,Y,9223,9223010,"Assistant, cook's",4.0
9223011,Y,9223,9223011,"Assistant, cookery",4.0
9223012,Y,9223,9223012,"Assistant, counter (catering)",4.0
9223013,Y,9223,9223013,"Assistant, food, fast",4.0
9223014,Y,9223,9223014,"Assistant, frier's, fish",4.0
9223015,Y,9223,9223015,"Assistant, general (catering)",4.0
9223016,Y,9223,9223016,"Assistant, general (school meals)",4.0
9223017,Y,9223,9223017,"Assistant, hall, dining",4.0
9223018,Y,9223,9223018,"Assistant, house, cook",4.0
9223019,Y,9223,9223019,"Assistant, kitchen",4.0
9223020,Y,9223,9223020,"Assistant, lunchtime (preparing, serving food)",4.0
9223021,Y,9223,9223021,"Assistant, meals, school",4.0
9223022,Y,9223,9223022,"Assistant, mealtime (preparing, serving food)",4.0
9223023,Y,9223,9223023,"Assistant, preparation, food",4.0
9223024,Y,9223,9223024,"Assistant, refectory",4.0
9223025,Y,9223,9223025,"Assistant, restaurant",4.0
9223026,Y,9223,9223026,"Assistant, room, dining",4.0
9223027,Y,9223,9223027,"Assistant, room, still",4.0
9223028,Y,9223,9223028,"Assistant, room, tea",4.0
9223029,Y,9223,9223029,"Assistant, service, catering",4.0
9223030,Y,9223,9223030,"Assistant, service, counter (catering)",4.0
9223031,Y,9223,9223031,"Assistant, service, food",4.0
9223032,Y,9223,9223032,"Assistant, services, catering",4.0
9223033,Y,9223,9223033,"Assistant, serving (catering)",4.0
9223034,Y,9223,9223034,"Assistant, shop, coffee",4.0
9223035,Y,9223,9223035,"Assistant, tearoom",4.0
9223036,Y,9223,9223036,Attendant (catering),4.0
9223037,Y,9223,9223037,"Attendant, bar (non-alcoholic)",4.0
9223038,Y,9223,9223038,"Attendant, bar, snack",4.0
9223039,Y,9223,9223039,"Attendant, buffet",4.0
9223040,Y,9223,9223040,"Attendant, canteen",4.0
9223041,Y,9223,9223041,"Attendant, hall, dining",4.0
9223042,Y,9223,9223042,"Attendant, kitchen",4.0
9223043,Y,9223,9223043,"Attendant, meals, school",4.0
9223044,Y,9223,9223044,"Attendant, mess",4.0
9223045,Y,9223,9223045,"Attendant, room, dining",4.0
9223046,Y,9223,9223046,"Attendant, room, mess",4.0
9223047,Y,9223,9223047,"Attendant, room, refreshment",4.0
9223048,Y,9223,9223048,"Attendant, room, still",4.0
9223049,Y,9223,9223049,"Attendant, stall, coffee",4.0
9223050,Y,9223,9223050,"Barmaid, coffee",4.0
9223051,Y,9223,9223051,"Barmaid, tea",4.0
9223052,Y,9223,9223052,"Barman, coffee",4.0
9223053,Y,9223,9223053,"Barman, tea",4.0
9223054,Y,9223,9223054,"Boy, messroom",4.0
9223055,Y,9223,9223055,"Boy, tea",4.0
9223056,Y,9223,9223056,"Boy, trolley (catering)",4.0
9223057,Y,9223,9223057,Carver (food),4.0
9223058,Y,9223,9223058,"Cleaner, plate (catering)",4.0
9223059,Y,9223,9223059,"Cleaner, silver (domestic service)",4.0
9223060,Y,9223,9223060,"Cleaner, silver (hotels, catering, public houses)",4.0
9223061,Y,9223,9223061,"Clearer, table",4.0
9223062,Y,9223,9223062,Counterhand,4.0
9223063,Y,9223,9223063,Counterman (catering),4.0
9223064,Y,9223,9223064,Dispenser (food and beverages),4.0
9223065,Y,9223,9223065,"Domestic, kitchen",4.0
9223066,Y,9223,9223066,Foreman (catering),4.0
9223067,Y,9223,9223067,Glassman,4.0
9223068,Y,9223,9223068,"Hand, cafeteria",4.0
9223069,Y,9223,9223069,"Hand, canteen",4.0
9223070,Y,9223,9223070,"Hand, galley",4.0
9223071,Y,9223,9223071,"Hand, kitchen",4.0
9223072,Y,9223,9223072,"Hand, mess",4.0
9223073,Y,9223,9223073,"Hand, room, service",4.0
9223074,Y,9223,9223074,"Hand, servery",4.0
9223075,Y,9223,9223075,"Hand, service (catering)",4.0
9223076,Y,9223,9223076,"Hand, steam (catering)",4.0
9223077,Y,9223,9223077,"Help, canteen",4.0
9223078,Y,9223,9223078,"Help, kitchen",4.0
9223079,Y,9223,9223079,"Help, meals, school",4.0
9223080,Y,9223,9223080,"Help, room, dining",4.0
9223081,Y,9223,9223081,Helper (catering),4.0
9223082,Y,9223,9223082,"Helper, canteen",4.0
9223083,Y,9223,9223083,"Helper, meals, school",4.0
9223084,Y,9223,9223084,"Helper, room, dining",4.0
9223085,Y,9223,9223085,Hostess (hospital service),4.0
9223086,Y,9223,9223086,"Inspector, car (dining car)",4.0
9223087,Y,9223,9223087,"Lady, dinner (schools: preparing, serving food)",4.0
9223088,Y,9223,9223088,"Lady, tea",4.0
9223089,Y,9223,9223089,"Maid, buffet",4.0
9223090,Y,9223,9223090,"Maid, canteen (schools)",4.0
9223091,Y,9223,9223091,"Maid, coffee",4.0
9223092,Y,9223,9223092,"Maid, hall, dining",4.0
9223093,Y,9223,9223093,"Maid, kitchen",4.0
9223094,Y,9223,9223094,"Maid, pantry",4.0
9223095,Y,9223,9223095,"Maid, room, coffee",4.0
9223096,Y,9223,9223096,"Maid, room, dining",4.0
9223097,Y,9223,9223097,"Maid, room, mess",4.0
9223098,Y,9223,9223098,"Maid, room, still",4.0
9223099,Y,9223,9223099,"Maid, table",4.0
9223100,Y,9223,9223100,"Maker, pizza (fast food)",4.0
9223101,Y,9223,9223101,"Maker, sandwich",4.0
9223102,Y,9223,9223102,"Maker, tea",4.0
9223103,Y,9223,9223103,"Man, despatch (catering)",4.0
9223104,Y,9223,9223104,"Man, dispatch (catering)",4.0
9223105,Y,9223,9223105,"Man, kitchen",4.0
9223106,Y,9223,9223106,"Man, pan (hotels, catering, public houses)",4.0
9223107,Y,9223,9223107,"Man, pantry",4.0
9223108,Y,9223,9223108,"Man, plate (hotels, catering, public houses)",4.0
9223109,Y,9223,9223109,"Man, room, still (hotels, catering, public houses)",4.0
9223110,Y,9223,9223110,"Man, still (hotels, catering, public houses)",4.0
9223111,Y,9223,9223111,"Man, stillroom (hotels, catering, public houses)",4.0
9223112,Y,9223,9223112,"Masher, tea",4.0
9223113,Y,9223,9223113,"Mate, cook's",4.0
9223114,Y,9223,9223114,"Member, crew (fast food outlet)",4.0
9223115,Y,9223,9223115,Messman,4.0
9223116,Y,9223,9223116,"Official, NAAFI",4.0
9223117,Y,9223,9223117,"Orderly, kitchen",4.0
9223118,Y,9223,9223118,"Orderly, mess",4.0
9223119,Y,9223,9223119,"Orderly, room, dining",4.0
9223120,Y,9223,9223120,"Organiser, meals, school",4.0
9223121,Y,9223,9223121,"Polisher, silver (hotels, catering, public houses)",4.0
9223122,Y,9223,9223122,Porter (catering),4.0
9223123,Y,9223,9223123,"Porter, kitchen",4.0
9223124,Y,9223,9223124,"Potman (hotels, catering, public houses)",4.0
9223125,Y,9223,9223125,"Preparer, sandwich",4.0
9223126,Y,9223,9223126,Server (school meals),4.0
9223127,Y,9223,9223127,"Server, canteen",4.0
9223128,Y,9223,9223128,"Server, dinner",4.0
9223129,Y,9223,9223129,"Server, meal",4.0
9223130,Y,9223,9223130,"Server, meals",4.0
9223131,Y,9223,9223131,Silverman,4.0
9223132,Y,9223,9223132,"Steward, kitchen",4.0
9223133,Y,9223,9223133,"Steward, pantry",4.0
9223134,Y,9223,9223134,"Supervisor, canteen",4.0
9223135,Y,9223,9223135,"Supervisor, catering",4.0
9223136,Y,9223,9223136,"Supervisor, kitchen",4.0
9223137,Y,9223,9223137,"Supervisor, restaurant",4.0
9223138,Y,9223,9223138,"Supervisor, room, dining (hospital service)",4.0
9223139,Y,9223,9223139,"Technician, catering",4.0
9223140,Y,9223,9223140,"Trolleyman, refreshments",4.0
9223141,Y,9223,9223141,"Washer, dish (hotels, catering, public houses)",4.0
9223142,Y,9223,9223142,"Washer, glass (hotels, catering, public houses)",4.0
9223143,Y,9223,9223143,"Washer, plate",4.0
9223144,Y,9223,9223144,"Washer-up (hotels, catering, public houses)",4.0
9223145,Y,9223,9223145,"Worker, caf?",4.0
9223146,Y,9223,9223146,"Worker, canteen",4.0
9223147,Y,9223,9223147,"Worker, catering",4.0
9223148,Y,9223,9223148,"Worker, kitchen",4.0
9223149,Y,9223,9223149,"Worker, restaurant",4.0
9223150,Y,9223,9223150,"Worker, room, still",4.0
9223151,Y,9223,9223151,"Worker, service (school meals)",4.0
9224001,Y,9224,9224001,"Assistant, service, room (hotel)",4.0
9224002,Y,9224,9224002,"Attendant, car, dining",4.0
9224003,Y,9224,9224003,"Attendant, car, restaurant",4.0
9224004,Y,9224,9224004,"Attendant, room, ward",4.0
9224005,Y,9224,9224005,"Attendant, service, room (hotel)",4.0
9224006,Y,9224,9224006,Berister,4.0
9224007,Y,9224,9224007,"Boy, saloon",4.0
9224008,Y,9224,9224008,Busser,4.0
9224009,Y,9224,9224009,"Butler, wine",4.0
9224010,Y,9224,9224010,Hostess (fast food outlet),4.0
9224011,Y,9224,9224011,"Hostess (public houses, restaurants)",4.0
9224012,Y,9224,9224012,"Maid, tea",4.0
9224013,Y,9224,9224013,Maitre d'hotel,4.0
9224014,Y,9224,9224014,Runner (catering),4.0
9224015,Y,9224,9224015,Runner (public houses),4.0
9224016,Y,9224,9224016,Runner (restaurant),4.0
9224017,Y,9224,9224017,Seater (catering),4.0
9224018,Y,9224,9224018,Sommelier,4.0
9224019,Y,9224,9224019,Steward (catering),4.0
9224020,Y,9224,9224020,Steward (canteen),4.0
9224021,Y,9224,9224021,Steward (naval shore establishment),4.0
9224022,Y,9224,9224022,Steward (railways),4.0
9224023,Y,9224,9224023,Steward (shipping: catering),4.0
9224024,Y,9224,9224024,Steward (university: catering),4.0
9224025,Y,9224,9224025,"Steward, canteen",4.0
9224026,Y,9224,9224026,"Steward, car, dining",4.0
9224027,Y,9224,9224027,"Steward, catering",4.0
9224028,Y,9224,9224028,"Steward, chief",4.0
9224029,Y,9224,9224029,"Steward, chief (railways)",4.0
9224030,Y,9224,9224030,"Steward, mess",4.0
9224031,Y,9224,9224031,"Steward, messroom",4.0
9224032,Y,9224,9224032,"Steward, wine",4.0
9224033,Y,9224,9224033,Waiter,4.0
9224034,Y,9224,9224034,"Waiter, head",4.0
9224035,Y,9224,9224035,Waitress,4.0
9224036,Y,9224,9224036,"Waitress, head",4.0
9224037,Y,9224,9224037,"Worker, factory, fun",4.0
9225001,Y,9225,9225001,"Assistant, bar",4.0
9225002,Y,9225,9225002,"Assistant, licensee's",4.0
9225003,Y,9225,9225003,"Attendant, bar",4.0
9225004,Y,9225,9225004,"Attendant, saloon",4.0
9225005,Y,9225,9225005,Bar-cellarman,4.0
9225006,Y,9225,9225006,Barmaid,4.0
9225007,Y,9225,9225007,"Barmaid, head",4.0
9225008,Y,9225,9225008,Barman,4.0
9225009,Y,9225,9225009,"Barman, head",4.0
9225010,Y,9225,9225010,Barperson,4.0
9225011,Y,9225,9225011,"Barperson, head",4.0
9225012,Y,9225,9225012,Barstaff,4.0
9225013,Y,9225,9225013,"Barstaff, head",4.0
9225014,Y,9225,9225014,Bartender,4.0
9225015,Y,9225,9225015,Barworker,4.0
9225016,Y,9225,9225016,"Barworker, head",4.0
9225017,Y,9225,9225017,Cellarman (catering),4.0
9225018,Y,9225,9225018,Cellarman (hotel),4.0
9225019,Y,9225,9225019,Cellarman (public house),4.0
9225020,Y,9225,9225020,"Cellarman, bar",4.0
9225021,Y,9225,9225021,"Collector, glass (catering)",4.0
9225022,Y,9225,9225022,"Collector, glass (public houses)",4.0
9225023,Y,9225,9225023,Dispenser (licensed trade),4.0
9225024,Y,9225,9225024,"Dispenser, drink",4.0
9225025,Y,9225,9225025,"Handyman, bar",4.0
9225026,Y,9225,9225026,"Help, bar",4.0
9225027,Y,9225,9225027,"Helper, bar",4.0
9225028,Y,9225,9225028,"Keeper, bar (hotels, catering, public houses)",4.0
9225029,Y,9225,9225029,"Keeper, bar (shipping)",4.0
9225030,Y,9225,9225030,"Maid, bar",4.0
9225031,Y,9225,9225031,"Operative, bar",4.0
9225032,Y,9225,9225032,"Staff, bar",4.0
9225033,Y,9225,9225033,"Steward, bar",4.0
9225034,Y,9225,9225034,"Supervisor, bar",4.0
9225035,Y,9225,9225035,"Tender, bar",4.0
9225036,Y,9225,9225036,"Worker, bar",4.0
9226001,Y,9226,9226001,"Assistant, arcade",4.0
